Gene,Non-unique Gene name,Annotation,USDA1021,WSM1022
group_1751,,hypothetical protein,USDA1021_06412,WSM1022_05970
group_1750,,hypothetical protein,USDA1021_05716,WSM1022_00499
hpf,hpf,Ribosome hibernation promoting factor,USDA1021_01870,WSM1022_00149
group_1749,,hypothetical protein,USDA1021_01211,WSM1022_00993
ppiA,ppiA,Peptidyl-prolyl cis-trans isomerase A,USDA1021_00813,WSM1022_01381
group_1748,,hypothetical protein,USDA1021_00553,WSM1022_01682
ilvH,ilvH,Acetolactate synthase small subunit,USDA1021_00170,WSM1022_02068
group_1747,,hypothetical protein,USDA1021_06237,WSM1022_05798
group_1746,,hypothetical protein,USDA1021_05907,WSM1022_05518
rplI,rplI,50S ribosomal protein L9,USDA1021_01281,WSM1022_00922
group_1744,,hypothetical protein,USDA1021_01181,WSM1022_01020
group_1743,,hypothetical protein,USDA1021_00460,WSM1022_01777
group_1741,,hypothetical protein,USDA1021_00308,WSM1022_01935
group_1740,,Acetyltransferase,USDA1021_00163,WSM1022_02075
group_1738,,hypothetical protein,USDA1021_05099,WSM1022_05065
group_1737,,Corrinoid adenosyltransferase,USDA1021_02968,WSM1022_02611
aroK,aroK,Shikimate kinase,USDA1021_02931,WSM1022_02648
group_1736,,hypothetical protein,USDA1021_02330,WSM1022_03219
sutR,sutR,HTH-type transcriptional regulator SutR,USDA1021_01979,WSM1022_00037
group_1735,,hypothetical protein,USDA1021_01354,WSM1022_00851
nuoB,nuoB,NADH-quinone oxidoreductase subunit B,USDA1021_01144,WSM1022_01053
adk,adk,Adenylate kinase,USDA1021_01031,WSM1022_01164
group_1734,,hypothetical protein,USDA1021_00661,WSM1022_01584
petA,petA,Ubiquinol-cytochrome c reductase iron-sulfur subunit,USDA1021_00557,WSM1022_01678
group_1732,,hypothetical protein,USDA1021_02248,WSM1022_03298
group_1729,,5-formyltetrahydrofolate cyclo-ligase,USDA1021_02849,WSM1022_02736
group_1728,,hypothetical protein,USDA1021_01918,WSM1022_00099
group_1727,,hypothetical protein,USDA1021_00803,WSM1022_01391
group_1725,,hypothetical protein,USDA1021_06194,WSM1022_05753
group_1723,,hypothetical protein,USDA1021_03797,1_refound_36
coaE,coaE,Dephospho-CoA kinase,USDA1021_02251,WSM1022_03295
regA,regA,Photosynthetic apparatus regulatory protein RegA,USDA1021_02191,WSM1022_03358
group_1722,,hypothetical protein,USDA1021_02117,WSM1022_03434
group_1721,,hypothetical protein,USDA1021_01782,WSM1022_00238
ydjA,ydjA,Putative NAD(P)H nitroreductase YdjA,USDA1021_00977,WSM1022_01218
group_1720,,hypothetical protein,USDA1021_00672,WSM1022_01576
phnN,phnN,Ribose 15-bisphosphate phosphokinase PhnN,USDA1021_06464,WSM1022_06022
group_1719,,hypothetical protein,USDA1021_06320,WSM1022_05878
group_1718,,hypothetical protein,USDA1021_05326,WSM1022_05292
yhbO_1,yhbO_1,Protein/nucleic acid deglycase 2,USDA1021_04880,WSM1022_03757
clpP_3,clpP_3,ATP-dependent Clp protease proteolytic subunit,USDA1021_03247,WSM1022_02334
tdk,tdk,Thymidine kinase,USDA1021_03233,WSM1022_02352
group_1717,,hypothetical protein,USDA1021_02439,WSM1022_03097
thpR,thpR,RNA 2'3'-cyclic phosphodiesterase,USDA1021_02375,WSM1022_03172
group_1716,,hypothetical protein,USDA1021_01942,WSM1022_00077
group_1715,,hypothetical protein,USDA1021_01494,WSM1022_00792
rplJ,rplJ,50S ribosomal protein L10,USDA1021_01063,WSM1022_01133
group_1714,,hypothetical protein,USDA1021_00933,WSM1022_01259
group_1713,,hypothetical protein,USDA1021_00806,WSM1022_01388
group_1712,,hypothetical protein,USDA1021_00391,WSM1022_01842
pdtaR,pdtaR,putative transcriptional regulatory protein pdtaR,USDA1021_06605,WSM1022_06163
group_1709,,hypothetical protein,USDA1021_04596,WSM1022_04464
group_1707,,hypothetical protein,USDA1021_02842,WSM1022_02743
eis_2,eis_2,N-acetyltransferase Eis,USDA1021_02731,WSM1022_02863
azoR,azoR,FMN-dependent NADH-azoreductase,USDA1021_01952,WSM1022_00064
group_1705,,hypothetical protein,USDA1021_01934,WSM1022_00083
yibF,yibF,putative GST-like protein YibF,USDA1021_01242,WSM1022_00961
group_1704,,hypothetical protein,USDA1021_00756,WSM1022_01436
group_1703,,hypothetical protein,USDA1021_00479,WSM1022_01758
group_1702,,hypothetical protein,USDA1021_00309,WSM1022_01934
group_1701,,hypothetical protein,USDA1021_00212,WSM1022_02028
group_1698,,hypothetical protein,USDA1021_06318,WSM1022_05876
group_1696,,hypothetical protein,USDA1021_05868,WSM1022_00625
group_1694,,hypothetical protein,USDA1021_03878,WSM1022_04744
group_1692,,hypothetical protein,USDA1021_02358,WSM1022_03189
group_1691,,hypothetical protein,USDA1021_02086,WSM1022_03465
eamB,eamB,Cysteine/O-acetylserine efflux protein,USDA1021_00176,WSM1022_02062
group_1684,,hypothetical protein,USDA1021_03352,WSM1022_02237
msrA2,msrA2,Peptide methionine sulfoxide reductase MsrA 2,USDA1021_02474,WSM1022_03063
rutE,rutE,malonic semialdehyde reductase RutE,USDA1021_02242,WSM1022_03304
group_1683,,hypothetical protein,USDA1021_01828,WSM1022_00191
ctaG,ctaG,Cytochrome c oxidase assembly protein CtaG,USDA1021_01600,WSM1022_00664
nudK,nudK,GDP-mannose pyrophosphatase NudK,USDA1021_01237,WSM1022_00966
group_1682,,hypothetical protein,USDA1021_00350,WSM1022_01895
group_1677,,hypothetical protein,USDA1021_06303,WSM1022_05862
pspA,pspA,Phosphoserine phosphatase 1,USDA1021_05128,WSM1022_05094
fdoG_2,fdoG_2,Formate dehydrogenase-O major subunit,USDA1021_05032,WSM1022_03597
yceF,yceF,7-methyl-GTP pyrophosphatase,USDA1021_02253,WSM1022_03293
pncA,pncA,Nicotinamidase,USDA1021_01680,WSM1022_00339
group_1674,,hypothetical protein,USDA1021_01291,WSM1022_00912
group_1673,,NAD(P)H dehydrogenase (quinone),USDA1021_00749,WSM1022_01443
group_1672,,hypothetical protein,USDA1021_00379,WSM1022_01854
group_1670,,hypothetical protein,USDA1021_00127,WSM1022_02111
mhqD_2,mhqD_2,Putative hydrolase MhqD,USDA1021_06435,WSM1022_05993
phnH,phnH,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH,USDA1021_05488,WSM1022_05447
group_1667,,hypothetical protein,USDA1021_04656,WSM1022_04518
mhqD_1,mhqD_1,Putative hydrolase MhqD,USDA1021_04163,WSM1022_04068
group_1666,,hypothetical protein,USDA1021_02453,WSM1022_03084
olsG,olsG,Ornithine lipid N-methyltransferase,USDA1021_01917,WSM1022_00100
sodB,sodB,Superoxide dismutase [Mn],USDA1021_01532,WSM1022_00755
group_1664,,hypothetical protein,USDA1021_00976,WSM1022_01219
thiE_2,thiE_2,Thiamine-phosphate synthase,USDA1021_05418,WSM1022_05377
group_1662,,hypothetical protein,USDA1021_05285,WSM1022_05251
leuD,leuD,3-isopropylmalate dehydratase small subunit,USDA1021_02419,WSM1022_03117
group_1660,,hypothetical protein,USDA1021_02151,WSM1022_03400
recR,recR,Recombination protein RecR,USDA1021_02021,WSM1022_03538
bioN,bioN,Energy-coupling factor transporter transmembrane protein BioN,USDA1021_01619,WSM1022_00645
group_1659,,hypothetical protein,USDA1021_01590,WSM1022_00674
nqo5,nqo5,NADH-quinone oxidoreductase chain 5,USDA1021_01143,WSM1022_01054
plsY,plsY,Glycerol-3-phosphate acyltransferase,USDA1021_01107,WSM1022_01089
gstB_1,gstB_1,Glutathione S-transferase GST-6.0,USDA1021_00156,WSM1022_02082
cycY,cycY,Thiol:disulfide interchange protein CycY,USDA1021_02359,WSM1022_03188
hisB,hisB,Histidine biosynthesis bifunctional protein HisB,USDA1021_02201,WSM1022_03348
group_1653,,hypothetical protein,USDA1021_01313,WSM1022_00889
pgsA,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,USDA1021_01246,WSM1022_00956
group_1652,,hypothetical protein,USDA1021_00992,WSM1022_01203
group_1651,,hypothetical protein,USDA1021_00990,WSM1022_01205
group_1650,,hypothetical protein,USDA1021_00517,WSM1022_01722
nagL_2,nagL_2,Maleylpyruvate isomerase,USDA1021_05370,WSM1022_05335
COQ5_3,COQ5_3,2-methoxy-6-polyprenyl-14-benzoquinol methylase mitochondrial,USDA1021_04878,WSM1022_03783
comR_2,comR_2,HTH-type transcriptional repressor ComR,USDA1021_04480,WSM1022_04324
betI_3,betI_3,HTH-type transcriptional regulator BetI,USDA1021_04226,WSM1022_04126
ureG,ureG,Urease accessory protein UreG,USDA1021_03165,WSM1022_02416
alkB,alkB,Alpha-ketoglutarate-dependent dioxygenase AlkB,USDA1021_02208,WSM1022_03339
rhtB_4,rhtB_4,Homoserine/homoserine lactone efflux protein,USDA1021_02022,WSM1022_03537
rimJ,rimJ,[Ribosomal protein S5]-alanine N-acetyltransferase,USDA1021_01588,WSM1022_00677
atpF_1,atpF_1,ATP synthase subunit b,USDA1021_05834,WSM1022_00593
vat_2,vat_2,Virginiamycin A acetyltransferase,USDA1021_05483,WSM1022_05442
pcaG,pcaG,Protocatechuate 34-dioxygenase alpha chain,USDA1021_05459,WSM1022_05418
fixJ_2,fixJ_2,Transcriptional regulatory protein FixJ,USDA1021_04489,WSM1022_04364
rplY,rplY,50S ribosomal protein L25,USDA1021_03274,WSM1022_02307
group_1643,,hypothetical protein,USDA1021_02817,WSM1022_02766
group_1642,,hypothetical protein,USDA1021_02116,WSM1022_03435
group_1641,,hypothetical protein,USDA1021_01777,WSM1022_00243
group_1640,betI_2,HTH-type transcriptional regulator BetI,USDA1021_01694,WSM1022_00325
nuoJ_1,nuoJ_1,NADH-quinone oxidoreductase subunit J,USDA1021_01134,WSM1022_01063
aat,aat,Leucyl/phenylalanyl-tRNA--protein transferase,USDA1021_01092,WSM1022_01104
folE,folE,GTP cyclohydrolase 1,USDA1021_00984,WSM1022_01211
pcm_1,pcm_1,Protein-L-isoaspartate O-methyltransferase,USDA1021_00867,WSM1022_01326
group_1639,,hypothetical protein,USDA1021_00546,WSM1022_01690
group_1638,,hypothetical protein,USDA1021_00423,WSM1022_01812
hin,hin,DNA-invertase hin,USDA1021_05679,WSM1022_00462
group_1634,,hypothetical protein,USDA1021_05221,WSM1022_05188
group_1633,,hypothetical protein,USDA1021_05211,WSM1022_05179
ruvA,ruvA,Holliday junction ATP-dependent DNA helicase RuvA,USDA1021_02857,WSM1022_02728
clpP_2,clpP_2,ATP-dependent Clp protease proteolytic subunit,USDA1021_02369,WSM1022_03178
rimP,rimP,Ribosome maturation factor RimP,USDA1021_02018,WSM1022_00002
rhtB_3,rhtB_3,Homoserine/homoserine lactone efflux protein,USDA1021_01910,WSM1022_00108
group_1630,,hypothetical protein,USDA1021_01298,WSM1022_00904
rpsD,rpsD,30S ribosomal protein S4,USDA1021_00588,WSM1022_01651
dnaJ_1,dnaJ_1,Chaperone protein DnaJ,USDA1021_00475,WSM1022_01762
betI_2,betI_2,HTH-type transcriptional regulator BetI,USDA1021_01555,WSM1022_00732
group_1628,,hypothetical protein,USDA1021_05969,WSM1022_05582
group_1627,,hypothetical protein,USDA1021_05945,WSM1022_05558
group_1626,,hypothetical protein,USDA1021_05797,WSM1022_00556
yhdE,yhdE,dTTP/UTP pyrophosphatase,USDA1021_05570,WSM1022_00358
group_1624,,hypothetical protein,USDA1021_02700,WSM1022_02894
coaA_1,coaA_1,Pantothenate kinase,USDA1021_01768,WSM1022_00252
pdxH,pdxH,Pyridoxine/pyridoxamine 5'-phosphate oxidase,USDA1021_01613,WSM1022_00651
gstB_2,gstB_2,Glutathione S-transferase GST-6.0,USDA1021_01549,WSM1022_00738
ribE,ribE,Riboflavin synthase,USDA1021_01205,WSM1022_00999
azoR1,azoR1,FMN-dependent NADH-azoreductase 1,USDA1021_01076,WSM1022_01120
rplD,rplD,50S ribosomal protein L4,USDA1021_01051,WSM1022_01144
group_1623,,hypothetical protein,USDA1021_00397,WSM1022_01836
group_1622,,hypothetical protein,USDA1021_00347,WSM1022_01899
group_1619,,hypothetical protein,USDA1021_02469,WSM1022_03068
paoA_2,paoA_2,Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA,USDA1021_06313,WSM1022_05872
artM_3,artM_3,Arginine transport ATP-binding protein ArtM,USDA1021_05186,WSM1022_05154
paiB,paiB,Protease synthase and sporulation protein PAI 2,USDA1021_03414,WSM1022_03856
group_1616,,hypothetical protein,USDA1021_03263,WSM1022_02318
ftsE,ftsE,Cell division ATP-binding protein FtsE,USDA1021_02954,WSM1022_02625
ccmA,ccmA,Cytochrome c biogenesis ATP-binding export protein CcmA,USDA1021_02363,WSM1022_03184
group_1613,,hypothetical protein,USDA1021_06301,WSM1022_05860
group_1610,,hypothetical protein,USDA1021_03331,WSM1022_02253
group_1609,,hypothetical protein,USDA1021_03019,WSM1022_02562
group_1608,,hypothetical protein,USDA1021_02807,WSM1022_02776
rnd_2,rnd_2,Ribonuclease D,USDA1021_01990,WSM1022_00030
grpE,grpE,Protein GrpE,USDA1021_01872,WSM1022_00147
clpP_1,clpP_1,ATP-dependent Clp protease proteolytic subunit,USDA1021_01157,WSM1022_01040
group_1606,,hypothetical protein,USDA1021_04927,WSM1022_03710
group_1604,,hypothetical protein,USDA1021_03339,WSM1022_02249
group_1603,,hypothetical protein,USDA1021_03294,WSM1022_02287
upp,upp,Uracil phosphoribosyltransferase,USDA1021_02120,WSM1022_03431
group_1602,,hypothetical protein,USDA1021_00839,WSM1022_01356
group_1601,,hypothetical protein,USDA1021_00742,WSM1022_01450
group_1600,,hypothetical protein,USDA1021_00498,WSM1022_01741
group_1597,,hypothetical protein,USDA1021_06290,WSM1022_05849
cyoC_2,cyoC_2,Cytochrome bo(3) ubiquinol oxidase subunit 3,USDA1021_05976,WSM1022_05587
group_1596,,hypothetical protein,USDA1021_05604,WSM1022_00389
ubiX,ubiX,Flavin prenyltransferase UbiX,USDA1021_05237,WSM1022_05205
nudL,nudL,putative Nudix hydrolase NudL,USDA1021_03264,WSM1022_02317
cobH,cobH,Precorrin-8X methylmutase,USDA1021_02682,WSM1022_02912
yciB,yciB,intracellular septation protein A,USDA1021_02357,WSM1022_03190
rhtB_2,rhtB_2,Homoserine/homoserine lactone efflux protein,USDA1021_01909,WSM1022_00109
tag,tag,DNA-3-methyladenine glycosylase 1,USDA1021_05782,WSM1022_00541
narL,narL,Nitrate/nitrite response regulator protein NarL,USDA1021_05295,WSM1022_05261
fixK_4,fixK_4,Nitrogen fixation regulation protein FixK,USDA1021_04726,WSM1022_04636
fixK_2,fixK_2,Nitrogen fixation regulation protein FixK,USDA1021_04491,WSM1022_04366
group_1592,,hypothetical protein,USDA1021_03864,WSM1022_04748
dnaJ_3,dnaJ_3,Chaperone protein DnaJ,USDA1021_02935,WSM1022_02644
rhtB_6,rhtB_6,Homoserine/homoserine lactone efflux protein,USDA1021_02732,WSM1022_02862
group_1591,,hypothetical protein,USDA1021_02230,WSM1022_03316
gpmA_2,gpmA_2,23-bisphosphoglycerate-dependent phosphoglycerate mutase,USDA1021_02090,WSM1022_03461
group_1590,,hypothetical protein,USDA1021_02070,WSM1022_03481
group_1589,,hypothetical protein,USDA1021_02004,WSM1022_00016
group_1588,,hypothetical protein,USDA1021_01715,WSM1022_00304
group_1587,,hypothetical protein,USDA1021_00563,WSM1022_01672
rhtB_1,rhtB_1,Homoserine/homoserine lactone efflux protein,USDA1021_00089,WSM1022_02149
dgoA,dgoA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,USDA1021_05821,WSM1022_00580
group_1583,,hypothetical protein,USDA1021_05818,WSM1022_00576
group_1581,,NAD(P)H dehydrogenase (quinone),USDA1021_04093,WSM1022_03994
comR_1,comR_1,HTH-type transcriptional repressor ComR,USDA1021_04030,WSM1022_03948
yhhQ,yhhQ,Queuosine precursor transporter,USDA1021_02939,WSM1022_02639
eda_1,eda_1,KHG/KDPG aldolase,USDA1021_02721,WSM1022_02873
cmk,cmk,Cytidylate kinase,USDA1021_01999,WSM1022_00021
mqnB,mqnB,Futalosine hydrolase,USDA1021_01936,WSM1022_00081
group_1580,,hypothetical protein,USDA1021_01530,WSM1022_00757
group_1579,,hypothetical protein,USDA1021_01243,WSM1022_00959
dauR_1,dauR_1,Transcriptional regulator DauR,USDA1021_00402,WSM1022_01831
group_1578,,hypothetical protein,USDA1021_04644,WSM1022_04506
group_1577,,hypothetical protein,USDA1021_06015,WSM1022_05626
group_1576,,hypothetical protein,USDA1021_05546,WSM1022_05505
group_1575,,hypothetical protein,USDA1021_05201,WSM1022_05169
dhaL,dhaL,PTS-dependent dihydroxyacetone kinase ADP-binding subunit DhaL,USDA1021_05070,WSM1022_05037
tmoT_1,tmoT_1,Response regulator protein TmoT,USDA1021_04256,WSM1022_04140
rutR_2,rutR_2,HTH-type transcriptional regulator RutR,USDA1021_03798,WSM1022_03887
gloC,gloC,Hydroxyacylglutathione hydrolase GloC,USDA1021_03296,WSM1022_02285
rutR_1,rutR_1,HTH-type transcriptional regulator RutR,USDA1021_03176,WSM1022_02405
group_1572,,hypothetical protein,USDA1021_02475,WSM1022_03062
rhtB_5,rhtB_5,Homoserine/homoserine lactone efflux protein,USDA1021_02383,WSM1022_03164
group_1571,,Arylesterase,USDA1021_02374,WSM1022_03173
rhtC_1,rhtC_1,Threonine efflux protein,USDA1021_02324,WSM1022_03225
group_1570,,hypothetical protein,USDA1021_02286,WSM1022_03261
rsmG,rsmG,Ribosomal RNA small subunit methyltransferase G,USDA1021_02260,WSM1022_03286
group_1569,,hypothetical protein,USDA1021_02140,WSM1022_03411
group_1568,,hypothetical protein,USDA1021_00956,WSM1022_01239
group_1567,,hypothetical protein,USDA1021_00368,WSM1022_01866
nhhA,nhhA,High-molecular weight cobalt-containing nitrile hydratase subunit alpha,USDA1021_00177,WSM1022_02061
group_1565,,hypothetical protein,USDA1021_05723,WSM1022_00506
dhaL2,dhaL-2,PEP-dependent dihydroxyacetone kinase 2 ADP-binding subunit DhaL,USDA1021_05072,WSM1022_05039
group_1563,,hypothetical protein,USDA1021_03001,WSM1022_02578
group_1562,,hypothetical protein,USDA1021_02728,WSM1022_02866
rhtC_2,rhtC_2,Threonine efflux protein,USDA1021_02491,WSM1022_03045
group_1561,,hypothetical protein,USDA1021_02068,WSM1022_03483
rdgB,rdgB,dITP/XTP pyrophosphatase,USDA1021_01876,WSM1022_00143
group_1560,,hypothetical protein,USDA1021_01348,WSM1022_00856
group_1559,,hypothetical protein,USDA1021_01138,WSM1022_01059
group_1558,,hypothetical protein,USDA1021_00537,WSM1022_01699
cobO,cobO,Corrinoid adenosyltransferase,USDA1021_00420,WSM1022_01814
mnmC_2,mnmC_2,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,USDA1021_06146,WSM1022_05707
group_1557,,hypothetical protein,USDA1021_04463,WSM1022_04308
yfcG_2,yfcG_2,Disulfide-bond oxidoreductase YfcG,USDA1021_04361,WSM1022_04230
alkA,alkA,putative bifunctional transcriptional activator/DNA repair enzyme AlkA,USDA1021_02973,WSM1022_02606
trpF,trpF,N-(5'-phosphoribosyl)anthranilate isomerase,USDA1021_02229,WSM1022_03317
degU_1,degU_1,Transcriptional regulatory protein DegU,USDA1021_01707,WSM1022_00312
tatB,tatB,Sec-independent protein translocase protein TatB,USDA1021_00871,WSM1022_01322
group_1556,,hypothetical protein,USDA1021_00695,WSM1022_01552
group_1555,,hypothetical protein,USDA1021_00215,WSM1022_02025
rnhB,rnhB,Ribonuclease HII,USDA1021_05836,WSM1022_00595
group_1549,,hypothetical protein,USDA1021_04848,WSM1022_04727
group_1548,,hypothetical protein,USDA1021_04587,WSM1022_04455
ycaC_3,ycaC_3,putative hydrolase YcaC,USDA1021_04170,WSM1022_04075
group_1545,,hypothetical protein,USDA1021_03157,WSM1022_02424
rutB,rutB,Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB,USDA1021_03038,WSM1022_02543
group_1543,,hypothetical protein,USDA1021_02343,WSM1022_03206
hisH,hisH,Imidazole glycerol phosphate synthase subunit HisH,USDA1021_02203,WSM1022_03346
bepR,bepR,HTH-type transcriptional repressor BepR,USDA1021_02064,WSM1022_03487
vat_1,vat_1,Virginiamycin A acetyltransferase,USDA1021_01178,WSM1022_01023
mamZ,mamZ,Magnetosome protein MamZ,USDA1021_01026,WSM1022_01169
yecS_8,yecS_8,L-cystine transport system permease protein YecS,USDA1021_05113,WSM1022_05079
eda_2,eda_2,Putative KHG/KDPG aldolase,USDA1021_03067,WSM1022_02515
thiE_1,thiE_1,Thiamine-phosphate synthase,USDA1021_02825,WSM1022_02758
nagL_1,nagL_1,Maleylpyruvate isomerase,USDA1021_02667,WSM1022_02926
tal,tal,Transaldolase,USDA1021_02502,WSM1022_03034
msrA,msrA,Peptide methionine sulfoxide reductase MsrA,USDA1021_02045,WSM1022_03507
engB,engB,putative GTP-binding protein EngB,USDA1021_01809,WSM1022_00212
group_1538,,hypothetical protein,USDA1021_05925,WSM1022_05538
group_1537,,hypothetical protein,USDA1021_05718,WSM1022_00501
group_1536,,hypothetical protein,USDA1021_05039,WSM1022_03591
tsaB,tsaB,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,USDA1021_01848,WSM1022_00171
lexA_2,lexA_2,LexA repressor,USDA1021_01732,WSM1022_00288
group_1533,,hypothetical protein,USDA1021_01580,WSM1022_00685
yedJ,yedJ,putative protein YedJ,USDA1021_01325,WSM1022_00878
mobA,mobA,Molybdenum cofactor guanylyltransferase,USDA1021_00511,WSM1022_01728
artQ,artQ,Arginine transport system permease protein ArtQ,USDA1021_06585,WSM1022_06141
pphA,pphA,Serine/threonine-protein phosphatase 1,USDA1021_06425,WSM1022_05983
group_1530,,hypothetical protein,USDA1021_06415,WSM1022_05973
group_1529,,Peroxiredoxin,USDA1021_06226,WSM1022_05786
degU_3,degU_3,Transcriptional regulatory protein DegU,USDA1021_05941,WSM1022_05554
ccmB,ccmB,Heme exporter protein B,USDA1021_02362,WSM1022_03185
group_1528,,Pyridoxal phosphate homeostasis protein,USDA1021_02266,WSM1022_03280
gmk,gmk,Guanylate kinase,USDA1021_01269,WSM1022_00934
group_1527,,hypothetical protein,USDA1021_01016,WSM1022_01179
