Mt5.0 (r1.7) locus tag,ACRONYM,new locus_tag (r1.7),DESCRIPTION,Publication,ID Mt5.0 (r1.6),ID Mt4.0,ID Mt20120830,Affymetrix probe set,Nimblegen probe
MtrunA17_Chr1g0194321,MtGA2OX6,#N/A,GIBBERELLIN 2-OXIDASE 6 ,PMID:25527707,MtrunA17Chr1g0194321,Medtr1g086550,Mt0039_00229,Mtr.46166.1.S1_at,Medtr_v1_006731
MtrunA17_Chr4g0068891,MtGA2ox6,#N/A,Gibberellin C20-GA2-oxidase 6  (GA inactivation),PMID:30976084,MtrunA17Chr4g0068891,Medtr4g123020,Mt0001_10589,Mtr.11754.1.S1_at,#N/A
MtrunA17_Chr1g0194321,MtGA2ox7,#N/A,Gibberellin C20-GA2-oxidase 7  (GA inactivation),PMID:30976084,MtrunA17Chr1g0194321,Medtr1g086550,Mt0039_00229,Mtr.46166.1.S1_at,Medtr_v1_092485
MtrunA17_Chr2g0319491,MtGA2ox8,#N/A,Gibberellin C20-GA2-oxidase 8  (GA inactivation),PMID:30976084,MtrunA17Chr2g0319491,Medtr2g083000,#N/A,Mtr.32389.1.S1_at,Medtr_v1_006731
#N/A,MtGA2ox9,#N/A,Gibberellin C20-GA2-oxidase 9  (GA inactivation),PMID:30976084,#N/A,Medtr2g083030,#N/A,#N/A,Medtr_v1_054534
MtrunA17_Chr2g0332191,MtGA3OX1,#N/A,GIBBERELLIN 3-OXIDASE 1 ,PMID:25527707,MtrunA17Chr2g0332191,Medtr2g102570,Mt0016_10158,Mtr.13370.1.S1_at,Medtr_v1_013745
MtrunA17_Chr2g0332191,MtGA3ox1,#N/A,Gibberellin 3-beta-dioxygenase (Gibberellin biosynthesis),PMID:30976084,MtrunA17Chr2g0332191,Medtr2g102570,Mt0016_10158,Mtr.13370.1.S1_at,Medtr_v1_077382
MtrunA17_Chr1g0148771,MtGA3ox2,#N/A,Gibberellin 3-beta-dioxygenase (Gibberellin biosynthesis),PMID:30976084,MtrunA17Chr1g0148771,Medtr1g011580,Mt0002_00203,Mtr.9849.1.S1_at,Medtr_v1_013745
MtrunA17_Chr1g0162321,MtGAOL1,#N/A,(Gibberellin biosynthesis),PMID:30976084,MtrunA17Chr1g0162321,Medtr1g034060,Mt0002_11131,#N/A,#N/A
MtrunA17_Chr5g0407731,MtGAOL11,#N/A,(Gibberellin biosynthesis),PMID:30976084,MtrunA17Chr5g0407731,Medtr5g025050,Mt0005_10946,#N/A,Medtr_v1_080813
MtrunA17_Chr5g0407781,MtGAOL13,#N/A,(Gibberellin biosynthesis),PMID:30976084,MtrunA17Chr5g0407781,Medtr5g025090,Mt0005_10946,Mtr.42796.1.S1_at,Medtr_v1_004175
MtrunA17_Chr3g0105281,MtGAOL15,#N/A,Gibberellin GA2-oxidase-like 15  (GA inactivation),PMID:30976084,MtrunA17Chr3g0105281,Medtr3g464530,Mt0013_10331,Mtr.1887.1.S1_at,#N/A
#N/A,MtGAOL2,#N/A,(Gibberellin biosynthesis),PMID:30976084,#N/A,Medtr1g034120 ,#N/A,#N/A,Medtr_v1_074305
MtrunA17_Chr1g0162361,MtGAOL3,#N/A,(Gibberellin biosynthesis),PMID:30976084,MtrunA17Chr1g0162361,Medtr1g034140,Mt0002_11136,Mtr.42837.1.S1_at,Medtr_v1_088591
MtrunA17_Chr4g0045411,MtGAOL4,#N/A,(Gibberellin biosynthesis),PMID:30976084,MtrunA17Chr4g0045411,Medtr4g087090,Mt0003_11600,#N/A,Medtr_v1_025782
MtrunA17_Chr4g0045431,MtGAOL5,#N/A,(Gibberellin biosynthesis),PMID:30976084,MtrunA17Chr4g0045431,Medtr4g087100,Mt0003_11601,Mtr.11333.1.S1_at,Medtr_v1_025785
MtrunA17_Chr4g0045441,MtGAOL6,#N/A,(Gibberellin biosynthesis),PMID:30976084,MtrunA17Chr4g0045441,Medtr4g087110,Mt0003_11602,Mtr.38598.1.S1_at,Medtr_v1_089720
MtrunA17_Chr4g0045451,MtGAOL7,#N/A,(Gibberellin biosynthesis),PMID:30976084,MtrunA17Chr4g0045451,Medtr4g087120,Mt0003_11603,#N/A,Medtr_v1_019312
MtrunA17_Chr4g0045461,MtGAOL8,#N/A,(Gibberellin biosynthesis),PMID:30976084,MtrunA17Chr4g0045461,Medtr4g087130,Mt0003_11604,#N/A,Medtr_v1_089034
MtrunA17_Chr4g0045471,MtGAOL9,#N/A,(Gibberellin biosynthesis),PMID:30976084,MtrunA17Chr4g0045471,Medtr4g087140,Mt0003_11605,#N/A,Medtr_v1_007647
MtrunA17_Chr1g0152851,MtGASA1,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr1g0152851,Medtr1g018640,Mt0002_00496,Mtr.12626.1.S1_at,Medtr_v1_004585
MtrunA17_Chr1g0156621,MtGASA1,#N/A,GAST1 PROTEIN HOMOLOG 1 ,PMID:25527707,MtrunA17Chr1g0156621,Medtr1g025250,Mt0002_10716,Mtr.35796.1.S1_at,Medtr_v1_004946
MtrunA17_Chr4g0013021,MtGASA10,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr4g0013021,Medtr4g027870,Mt0014_10377,#N/A,Medtr_v1_023140
MtrunA17_Chr4g0059421,MtGASA11,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr4g0059421,Medtr4g106860,Mt0001_01232,Mtr.48768.1.S1_at,Medtr_v1_026607
MtrunA17_Chr5g0415001,MtGASA12,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr5g0415001,Medtr5g036640,Mt0012_00524,#N/A,#N/A
MtrunA17_Chr5g0415051,MtGASA13,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr5g0415051,Medtr5g036720,Mt0012_10494,#N/A,Medtr_v1_032075
MtrunA17_Chr5g0415091,MtGASA14,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr5g0415091,Medtr5g036860,Mt0012_10489,#N/A,Medtr_v1_032087
MtrunA17_Chr8g0364311,MtGASA14,#N/A,GAST1 PROTEIN HOMOLOG 14,PMID:25527707,MtrunA17Chr8g0364311,Medtr8g062800,Mt0038_00251,Mtr.14157.1.S1_at,Medtr_v1_050171
MtrunA17_Chr5g0415111,MtGASA15,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr5g0415111,Medtr5g036880,Mt0012_10488,#N/A,Medtr_v1_032089
MtrunA17_Chr5g0446671,MtGASA16,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr5g0446671,#N/A,Mt0010_10873,#N/A,#N/A
MtrunA17_Chr6g0451481,MtGASA17,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr6g0451481,Medtr6g007897,Mt0025_00166,Mtr.43746.1.S1_at,Medtr_v1_067302
MtrunA17_Chr6g0451491,MtGASA18,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr6g0451491,Medtr6g007913,Mt0025_00168,#N/A,#N/A
MtrunA17_Chr1g0156601,MtGASA2,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr1g0156601,Medtr1g025220,Mt0002_10714,Mtr.12742.1.S1_at,Medtr_v1_004943
MtrunA17_Chr6g0453241,MtGASA20,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr6g0453241,Medtr6g012360,Mt0025_00309,Mtr.29145.1.S1_at,Medtr_v1_064819
MtrunA17_Chr7g0217311,MtGASA21,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr7g0217311,Medtr7g010580,Mt0021_00287,Msa.937.1.S1_at,Medtr_v1_041934
MtrunA17_Chr7g0256821,MtGASA22,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr7g0256821,Medtr7g090590,Mt0011_00223,Mtr.9046.1.S1_at,Medtr_v1_045642
MtrunA17_Chr8g0364311,MtGASA23,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr8g0364311,Medtr8g062800,Mt0038_00251,Mtr.14157.1.S1_at,Medtr_v1_050171
MtrunA17_Chr8g0371941,MtGASA24,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr8g0371941,Medtr8g075920,Mt0020_00247,Mtr.11911.1.S1_at,#N/A
MtrunA17_Chr6g0451501,MtGASA26,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr6g0451501,Medtr6g007917,Mt0025_00169,#N/A,Medtr_v1_038306
MtrunA17_Chr3g0121401,MtGASA27,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr3g0121401,Medtr3g083800,Mt0006_10315,#N/A,Medtr_v1_018372
MtrunA17_Chr3g0142631,MtGASA29,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr3g0142631,#N/A,Mt0040_10206,Mtr.51720.1.S1_at,#N/A
MtrunA17_Chr1g0156621,MtGASA3,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr1g0156621,Medtr1g025250,Mt0002_10716,Mtr.35796.1.S1_at,Medtr_v1_004946
MtrunA17_Chr1g0200531,MtGASA4,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr1g0200531,Medtr1g096370,Mt0027_10155,Msa.1171.1.S1_at,Medtr_v1_095753
MtrunA17_Chr1g0207611,MtGASA5,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr1g0207611,Medtr1g106915,Mt0057_10040,Mtr.7253.1.S1_at,Medtr_v1_090856
MtrunA17_Chr3g0078781,MtGASA6,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr3g0078781,#N/A,Mt0017_10116,#N/A,#N/A
MtrunA17_Chr3g0092361,MtGASA7,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr3g0092361,Medtr3g037750,Mt0030_00035,Mtr.13070.1.S1_at,#N/A
MtrunA17_Chr3g0134511,MtGASA8,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr3g0134511,Medtr3g102660,Mt0007_10712,Msa.1570.1.S1_at,Medtr_v1_001550
MtrunA17_Chr3g0142671,MtGASA9,#N/A,Gibberellic Acid-Stimulated in Arabidopsis,PMID:29030416,MtrunA17Chr3g0142671,Medtr3g113890,Mt0040_10210,Mtr.2942.1.S1_at,Medtr_v1_020378
MtrunA17_Chr5g0421331,MtGH3,#N/A,auxin-responsive  GH3 family protein,PMID:28073951,MtrunA17Chr5g0421331,Medtr0035s0150,Mt0112_10037,Mtr.12723.1.S1_at,Medtr_v1_081979
MtrunA17_Chr5g0401641,MtGH3.1,#N/A,Gretchen Hagen3.1 (auxin responsive),PMID:25527707,MtrunA17Chr5g0401641,Medtr5g016320,Mt0005_10559,Mtr.40263.1.S1_at,Medtr_v1_030372
MtrunA17_Chr1g0196311,MtGID1B,#N/A,GA INSENSITIVE DWARF1B ,PMID:25527707,MtrunA17Chr1g0196311,Medtr1g089310,Mt0039_10124,Mtr.42649.1.S1_at,Medtr_v1_006938
MtrunA17_Chr1g0190481,MtGIF1,#N/A,GRF-INTERACTING FACTOR1,PMID:27791139,MtrunA17Chr1g0190481,Medtr1g080590,Mt0004_10131,Mtr.29046.1.S1_at,Medtr_v1_006386
MtrunA17_Chr7g0274341,MtGIF2,#N/A,GRF-INTERACTING FACTOR2,PMID:27791139,MtrunA17Chr7g0274341,Medtr7g115410,Mt0018_10459,Mtr.39218.1.S1_at,#N/A
MtrunA17_Chr8g0346111,MtGIF3,#N/A,GRF-INTERACTING FACTOR3,PMID:27791139,MtrunA17Chr8g0346111,Medtr8g024650,Mt0028_00306,Mtr.12709.1.S1_at,#N/A
MtrunA17_Chr4g0026191,MtGLP1,#N/A,germin-like protein 1,PMID:20003073,MtrunA17Chr4g0026191,Medtr4g052770,Mt0003_10117,Mtr.12500.1.S1_at,#N/A
MtrunA17_Chr6g0467111,MtGLV1,#N/A,Golven/ Root Growth Factor,PMID:29030416,MtrunA17Chr6g0467111,Medtr6g043230,Mt0032_00054,#N/A,Medtr_v1_007794
MtrunA17_Chr8g0356121,MtGLV10,#N/A,Golven/ Root Growth Factor,PMID:29030416,MtrunA17Chr8g0356121,Medtr8g446520,Mt0015_10547,#N/A,Medtr_v1_003496
MtrunA17_Chr4g0012001,MtGLV13,#N/A,Golven/ Root Growth Factor,PMID:29030416,MtrunA17Chr4g0012001,Medtr4g026350,Mt0014_00534,#N/A,Medtr_v1_023073
MtrunA17_Chr8g0366061,MtGLV14,#N/A,Golven/ Root Growth Factor,PMID:29030416,MtrunA17Chr8g0366061,Medtr8g066030,Mt0038_00044,Mtr.50410.1.S1_at,Medtr_v1_050252
MtrunA17_Chr7g0220401,MtGLV15,#N/A,Golven/ Root Growth Factor,PMID:29030416,MtrunA17Chr7g0220401,Medtr7g017370,Mt0088_10084,Mtr.3582.1.S1_at,Medtr_v1_042289
MtrunA17_Chr8g0383471,MtGLV3,#N/A,Golven/ Root Growth Factor,PMID:29030416,MtrunA17Chr8g0383471,Medtr8g092320,Mt0009_00370,Mtr.14131.1.S1_at,Medtr_v1_051622
MtrunA17_Chr7g0220411,MtGLV4,#N/A,Golven/ Root Growth Factor,PMID:29030416,MtrunA17Chr7g0220411,Medtr7g017380,Mt0088_10085,Mtr.26912.1.S1_at,Medtr_v1_042290
MtrunA17_Chr5g0420511,MtGLV5,#N/A,Golven/ Root Growth Factor,PMID:29030416,MtrunA17Chr5g0420511,Medtr5g048090,Mt0012_10018,#N/A,Medtr_v1_032928
MtrunA17_Chr3g0129411,MtGLV6,#N/A,Golven/ Root Growth Factor,PMID:29030416,MtrunA17Chr3g0129411,Medtr3g095180,Mt0007_00352,Mtr.45802.1.S1_at,Medtr_v1_019190
MtrunA17_Chr8g0383481,MtGLV7,#N/A,Golven/ Root Growth Factor,PMID:29030416,MtrunA17Chr8g0383481,Medtr8g092340,Mt0009_00371,Mtr.17470.1.S1_at,#N/A
MtrunA17_Chr2g0304701,MtGLV8,#N/A,Golven/ Root Growth Factor,PMID:29030416,MtrunA17Chr2g0304701,Medtr2g450420,Mt0073_00094,#N/A,Medtr_v1_077134
MtrunA17_Chr4g0065091,MtGLV9,#N/A,Golven/ Root Growth Factor,PMID:29030416,MtrunA17Chr4g0065091,Medtr4g116360,Mt0001_10851,Mtr.18031.1.S1_at,Medtr_v1_027158
MtrunA17_Chr5g0447341,MtGPA,#N/A,glucose-1-phosphate adenylyltransferase family protein,PMID:31591150,MtrunA17Chr5g0447341,Medtr5g097010,Mt0010_01019,Mtr.41463.1.S1_at,
MtrunA17_Chr7g0241831,MtGPAT-1,#N/A,Glycerol-3-phosphate 2-O-acyltransferase; Suberin biosynthesis,PMID:25922487,MtrunA17Chr7g0241831,Medtr7g067380,Mt0026_10037,Msa.2842.1.S1_at,Medtr_v1_043886
MtrunA17_Chr3g0096481,MtGPAT-2,#N/A,Glycerol-3-phosphate 2-O-acyltransferase; Suberin biosynthesis,PMID:25922487,MtrunA17Chr3g0096481,#N/A,Mt0060_10110,#N/A,Medtr_v1_016725
MtrunA17_Chr3g0096481,MtGPAT-3,#N/A,Glycerol-3-phosphate 2-O-acyltransferase; Suberin biosynthesis,PMID:25922487,MtrunA17Chr3g0096481,#N/A,Mt0060_10110,#N/A,Medtr_v1_016725
MtrunA17_Chr3g0096481,MtGPAT-4,#N/A,Glycerol-3-phosphate 2-O-acyltransferase; Suberin biosynthesis,PMID:25922487,MtrunA17Chr3g0096481,#N/A,Mt0060_10110,#N/A,Medtr_v1_016725
MtrunA17_Chr3g0096591,MtGPAT-5,#N/A,Glycerol-3-phosphate 2-O-acyltransferase; Suberin biosynthesis,PMID:25922487,MtrunA17Chr3g0096591,Medtr3g448430,Mt0060_00127,#N/A,Medtr_v1_082416
MtrunA17_Chr4g0021261,MtGRF1,#N/A,growth-regulating factor 1; plant-specific transcription factor; TC183867,PMID:23566016,MtrunA17Chr4g0021261,Medtr0001s0490,Mt0083_00014,Mtr.13651.1.S1_at,Medtr_v1_094961
MtrunA17_Chr2g0300511,MtGRF2,#N/A,growth-regulating factor 2; plant-specific transcription factor; TC183494,PMID:23566016,MtrunA17Chr2g0300511,Medtr2g041430,Mt0056_00183,Mtr.11724.1.S1_at,Medtr_v1_068716
MtrunA17_Chr4g0070591,MtGRF3,#N/A,growth-regulating factor 3; plant-specific transcription factor; BG454006,PMID:23566016,MtrunA17Chr4g0070591,Medtr4g125490,Mt0001_10465,Mtr.33568.1.S1_at,Medtr_v1_072054
MtrunA17_Chr5g0409471,MtGRF4,#N/A,growth-regulating factor 4; plant-specific transcription factor,PMID:23566016,MtrunA17Chr5g0409471,Medtr5g027030,Mt0005_01107,Mtr.29054.1.S1_at,Medtr_v1_031294
MtrunA17_Chr8g0343881,MtGRF5,#N/A,growth-regulating factor 5; plant-specific transcription factor,PMID:23566016,MtrunA17Chr8g0343881,Medtr8g020560,Mt0028_10161,Mtr.50542.1.S1_at,Medtr_v1_048841
MtrunA17_Chr7g0265931,MtGRF6,#N/A,growth-regulating factor 6; plant-specific transcription factor,PMID:23566016,MtrunA17Chr7g0265931,Medtr7g104050,Mt0031_00298,#N/A,Medtr_v1_046321
MtrunA17_Chr6g0479141,MtGS1a ,#N/A,cytosolic glutamine synthetase,PMID:12970490,MtrunA17Chr6g0479141,Medtr6g071070,Mt0042_10074,Msa.1733.1.S1_at,Medtr_v1_064979
MtrunA17_Chr3g0110261,MtGS1b ,#N/A,cytosolic glutamine synthetase,PMID:24053168,MtrunA17Chr3g0110261,Medtr3g065250,Mt0006_01098,Msa.2525.1.S1_s_at,Medtr_v1_017486
MtrunA17_Chr2g0287211,MtGS2a ,#N/A,plastid glutamine synthetase,PMID:20723225,MtrunA17Chr2g0287211,Medtr2g021255,Mt0079_10094,Msa.1654.1.S1_at,#N/A
MtrunA17_Chr2g0287181,MtGS2b ,#N/A,plastid glutamine synthetase,PMID:20723225,MtrunA17Chr2g0287181,Medtr2g021242,Mt0079_10090,#N/A,Medtr_v1_010118
MtrunA17_Chr1g0157211,MtGST,#N/A,GLUTATHIONE S-TRANSFERASE,PMID:25192698,MtrunA17Chr1g0157211,Medtr1g026140,Mt0002_10758,Mtr.41265.1.S1_at,Medtr_v1_005017
MtrunA17_Chr4g0054151,MtH3L,#N/A,histone H3,PMID:17028204,MtrunA17Chr4g0054151,Medtr4g097170,Mt0001_11586,Mtr.10359.1.S1_at,#N/A
MtrunA17_Chr5g0425951,MtH4,#N/A,histone H4,PMID:27791139,MtrunA17Chr5g0425951,Medtr5g063620,Mt0008_10440,Mtr.43620.1.S1_at,#N/A
MtrunA17_Chr2g0279011,MtHAD,#N/A,Hydroxyacyl-ACP dehydrase,PMID:28596307,MtrunA17Chr2g0279011,Medtr2g008620,Mt0023_00323,#N/A,Medtr_v1_009226
MtrunA17_Chr8g0346251,MtHB1,#N/A,HD-ZIP I transcription factor,PMID:21150260,MtrunA17Chr8g0346251,Medtr8g026960,Mt0028_00325,Mtr.18769.1.S1_at,Medtr_v1_049077
MtrunA17_Chr3g0140351,MtHB8,#N/A,Homeobox gene 8,PMID:18298674,MtrunA17Chr3g0140351,Medtr3g109800,Mt0040_00031,Mtr.28499.1.S1_at,Medtr_v1_020254
MtrunA17_Chr4g0012951,MtHEL-1,#N/A,hevein-like protein; PR4; JA/ET pathway marker; TC191726,PMID:25608182,MtrunA17Chr4g0012951,Medtr4g428370,Mt0014_00420,Msa.2936.1.S1_at,Medtr_v1_023178
MtrunA17_Chr1g0190671,MtHEL-2,#N/A,hevein-like protein 2; TC94004; Ethylene pathway,PMID:17249425,MtrunA17Chr1g0190671,Medtr1g080820,Mt0004_10142,Msa.3006.1.S1_at,Medtr_v1_078867
MtrunA17_Chr5g0405701,MtHK1,#N/A,histidine kinase 1 (no CHASE domain),PMID:31088345,MtrunA17Chr5g0405701,Medtr5g022470,Mt0005_00863,Mtr.45558.1.S1_at,Medtr_v1_030888
MtrunA17_Chr8g0371601,MtHK2,#N/A,histidine kinase 2 (no CHASE domain),PMID:31088345,MtrunA17Chr8g0371601,Medtr8g075340,Mt0020_10183,Mtr.15042.1.S1_at,Medtr_v1_050798
MtrunA17_Chr1g0197591,MtHK3,#N/A,histidine kinase 3 (no CHASE domain),PMID:31088345,MtrunA17Chr1g0197591,Medtr1g090850,Mt0039_00024,#N/A,Medtr_v1_074908
MtrunA17_Chr1g0194741,MtHK4,#N/A,histidine kinase 4 (no CHASE domain),PMID:31088345,MtrunA17Chr1g0194741,Medtr1g087140,Mt0039_00205,Mtr.46534.1.S1_at,Medtr_v1_006784
MtrunA17_Chr3g0136601,MtHK5,#N/A,histidine kinase 5 (no CHASE domain),PMID:31088345,MtrunA17Chr3g0136601,Medtr3g105590,Mt0007_00801,#N/A,Medtr_v1_019893
MtrunA17_Chr1g0150511,MtHK6,#N/A,histidine kinase 6 (no CHASE domain),PMID:31088345,MtrunA17Chr1g0150511,Medtr1g013360,Mt0002_10307,Mtr.26970.1.S1_at,Medtr_v1_004278
MtrunA17_Chr1g0150531,MtHK7,#N/A,histidine kinase 7 (no CHASE domain),PMID:31088345,MtrunA17Chr1g0150531,Medtr1g014670,Mt0002_10309,Mtr.30157.1.S1_at,Medtr_v1_081454
MtrunA17_Chr5g0409031,MtHMGR1 ,#N/A,3-hydroxy-3-methylglutaryl coenzyme A reductase 1,PMID:18156218,MtrunA17Chr5g0409031,Medtr5g026500,Mt0005_11022,Mtr.10397.1.S1_at,Medtr_v1_031247
MtrunA17_Chr5g0409021,MtHMGR2,#N/A,3-hydroxy-3-methylglutaryl coenzyme A reductase 2,PMID:18156218,MtrunA17Chr5g0409021,#N/A,Mt0005_11020,#N/A,#N/A
MtrunA17_Chr5g0407521,MtHMGR3,#N/A,3-hydroxy-3-methylglutaryl coenzyme A reductase 3,PMID:18156218,MtrunA17Chr5g0407521,Medtr5g024880,Mt0005_00995,Mtr.27460.1.S1_at,Medtr_v1_031111
MtrunA17_Chr5g0442831,MtHMGR4,#N/A,3-hydroxy-3-methylglutaryl coenzyme A reductase 4,PMID:18156218,MtrunA17Chr5g0442831,Medtr5g091050,Mt0010_00699,Mtr.40154.1.S1_at,Medtr_v1_035910
MtrunA17_Chr8g0370001,MtHMGR5,#N/A,3-hydroxy-3-methylglutaryl coenzyme A reductase 5,PMID:18156218,MtrunA17Chr8g0370001,Medtr8g072640,Mt0020_10081,Mtr.34988.1.S1_s_at,Medtr_v1_050579
MtrunA17_Chr2g0322321,MtHPL,#N/A,hydroperoxide lyase; TC101310 ,PMID:17249425,MtrunA17Chr2g0322321,Medtr2g087890,Mt0019_00343,Msa.3143.1.S1_at,Medtr_v1_012904
MtrunA17_Chr2g0286781,MtHPT1,#N/A,Histidine PhosphoTransfer protein 1,PMID:17028204,MtrunA17Chr2g0286781,Medtr2g020770,Mt0079_10059,Mtr.49854.1.S1_at,Medtr_v1_060670
UNDEF,MtHPT10,#N/A,Histidine PhosphoTransfer protein 10,PMID:31088345,UNDEF,Medtr2g086010,Mt0019_10286,#N/A,Medtr_v1_096746
MtrunA17_Chr1g0191351,MtHPT2,#N/A,Histidine PhosphoTransfer protein 2,PMID:17028204,MtrunA17Chr1g0191351,Medtr1g082290,Mt0004_10195,Mtr.11553.1.S1_at,Medtr_v1_006441
MtrunA17_Chr1g0196361,MtHPT3,#N/A,Histidine PhosphoTransfer protein 3,PMID:31088345,MtrunA17Chr1g0196361,Medtr1g089130,Mt0039_00107,Mtr.9840.1.S1_at,Medtr_v1_006924
MtrunA17_Chr2g0331011,MtHPT4,#N/A,Histidine PhosphoTransfer protein 4,PMID:31088345,MtrunA17Chr2g0331011,Medtr2g100880,Mt0016_00219,Mtr.27132.1.S1_s_at,Medtr_v1_013608
MtrunA17_Chr2g0331021,MtHPT5,#N/A,Histidine PhosphoTransfer protein 5,PMID:31088345,MtrunA17Chr2g0331021,Medtr2g100900,Mt0016_00218,Mtr.27132.1.S1_s_at,Medtr_v1_013610
MtrunA17_Chr2g0333131,MtHPT6,#N/A,Histidine PhosphoTransfer protein 6,PMID:31088345,MtrunA17Chr2g0333131,Medtr2g103870,Mt0016_00087,#N/A,Medtr_v1_013837
MtrunA17_Chr4g0003251,MtHPT7,#N/A,Histidine PhosphoTransfer protein 7,PMID:31088345,MtrunA17Chr4g0003251,Medtr4g010160,Mt0064_00110,Mtr.46803.1.S1_s_at,Medtr_v1_022280
MtrunA17_Chr7g0273321,MtHPT8,#N/A,Histidine PhosphoTransfer protein 8,PMID:31088345,MtrunA17Chr7g0273321,Medtr7g114020,Mt0036_00134,Mtr.11120.1.S1_at,Medtr_v1_046866
UNDEF,MtHPT9,#N/A,Histidine PhosphoTransfer protein 9,PMID:31088345,UNDEF,Medtr2g085155,Mt0019_10285,#N/A,Medtr_v1_092882
MtrunA17_Chr3g0137601,MtIAA7,,AUX/IAA domain family,PMID:28073951,MtrunA17Chr3g0137601,Medtr3g106850,Mt0007_00868,Mtr.14090.1.S1_at,
MtrunA17_Chr2g0330721,MtIAR31 ,#N/A,auxin conjugate hydrolase,DOI:10.1007/s00344-007-9027-2,MtrunA17Chr2g0330721,Medtr2g100560,Mt0016_00237,Mtr.12448.1.S1_at,Medtr_v1_013581
MtrunA17_Chr2g0330661,MtIAR32,#N/A,auxin conjugate hydrolase,DOI:10.1007/s00344-007-9027-2,MtrunA17Chr2g0330661,Medtr2g100510,Mt0016_00241,Mtr.43214.1.S1_at,Medtr_v1_013576
MtrunA17_Chr3g0128101,MtIAR33,#N/A,auxin conjugate hydrolase,DOI:10.1007/s00344-007-9027-2,MtrunA17Chr3g0128101,Medtr3g093030,Mt0007_10257,Mtr.14817.1.S1_at,Medtr_v1_019093
MtrunA17_Chr8g0341471,MtIAR34,#N/A,auxin conjugate hydrolase,DOI:10.1007/s00344-007-9027-2,MtrunA17Chr8g0341471,Medtr8g015510,Mt0021_00474,Mtr.27310.1.S1_at,Medtr_v1_074042
MtrunA17_Chr3g0124881,MtIAR36,#N/A,auxin conjugate hydrolase,DOI:10.1007/s00344-007-9027-2,MtrunA17Chr3g0124881,Medtr3g088590,Mt0006_00053,Mtr.17280.1.S1_at,Medtr_v1_018783
MtrunA17_Chr1g0161571,MtIDA1,#N/A,Inflorescence Deficient in Abscission,PMID:29030416,MtrunA17Chr1g0161571,Medtr1g032810,#N/A,#N/A,#N/A
MtrunA17_Chr3g0128861,MtIDA10,#N/A,Inflorescence Deficient in Abscission,PMID:29030416,MtrunA17Chr3g0128861,Medtr3g094130,Mt0007_00308,#N/A,Medtr_v1_081344
MtrunA17_Chr3g0129781,MtIDA11,#N/A,Inflorescence Deficient in Abscission,PMID:29030416,MtrunA17Chr3g0129781,Medtr3g095690,Mt0007_10375,Mtr.18335.1.S1_at,Medtr_v1_019235
MtrunA17_Chr5g0404221,MtIDA12,#N/A,Inflorescence Deficient in Abscission,PMID:29030416,MtrunA17Chr5g0404221,Medtr5g020350,Mt0005_10730,#N/A,Medtr_v1_030707
MtrunA17_Chr5g0418261,MtIDA13,#N/A,Inflorescence Deficient in Abscission,PMID:29030416,MtrunA17Chr5g0418261,Medtr5g043080,#N/A,#N/A,Medtr_v1_032555
