locus_tag	ftype	length_bp	gene	EC_number	COG	product
WSM1022_01742	CDS	588				hypothetical protein
WSM1022_01743	CDS	1536	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
WSM1022_01744	CDS	414				hypothetical protein
WSM1022_01745	CDS	1017	cobU	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
WSM1022_01746	CDS	789	cobV	2.7.8.26		Adenosylcobinamide-GDP ribazoletransferase
WSM1022_01747	CDS	222				hypothetical protein
WSM1022_01748	CDS	702				hypothetical protein
WSM1022_01749	CDS	762	yadH		COG0842	Inner membrane transport permease YadH
WSM1022_01750	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
WSM1022_01751	CDS	318	bigR		COG0640	Biofilm growth-associated repressor
WSM1022_01752	CDS	525				hypothetical protein
WSM1022_01753	CDS	291				hypothetical protein
WSM1022_01754	CDS	1197				hypothetical protein
WSM1022_01755	CDS	552				hypothetical protein
WSM1022_01756	CDS	1815			COG0840	Methyl-accepting chemotaxis protein
WSM1022_01757	CDS	390		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
WSM1022_01758	CDS	591				hypothetical protein
WSM1022_01759	CDS	354				hypothetical protein
WSM1022_01760	CDS	2958	uvrB			UvrABC system protein B
WSM1022_01761	CDS	609				hypothetical protein
WSM1022_01762	CDS	618	dnaJ_1			Chaperone protein DnaJ
WSM1022_01763	CDS	213	cspJ			Cold shock-like protein CspJ
WSM1022_01764	CDS	1155	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
WSM1022_01765	CDS	606				hypothetical protein
WSM1022_01766	CDS	249				hypothetical protein
WSM1022_01767	CDS	237				hypothetical protein
WSM1022_01768	CDS	207				hypothetical protein
WSM1022_01769	CDS	687	ycgM		COG0179	putative protein YcgM
WSM1022_01770	CDS	531	yrdA		COG0663	Protein YrdA
WSM1022_01771	CDS	396	zur		COG0735	Zinc uptake regulation protein
WSM1022_01772	CDS	828	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
WSM1022_01773	CDS	909	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
WSM1022_01774	CDS	1023	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
WSM1022_01775	CDS	381				hypothetical protein
WSM1022_01776	CDS	1626	xynB	3.2.1.37	COG3507	Beta-xylosidase
WSM1022_01777	CDS	576				hypothetical protein
WSM1022_01778	CDS	1794				hypothetical protein
WSM1022_01779	CDS	1107	takP		COG4663	Alpha-keto acid-binding periplasmic protein TakP
WSM1022_01780	CDS	1029	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
WSM1022_01781	CDS	1134	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
WSM1022_01782	CDS	762				hypothetical protein
WSM1022_01783	CDS	2475				hypothetical protein
WSM1022_01784	CDS	1086	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
WSM1022_01785	CDS	942	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
WSM1022_01786	CDS	909	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
WSM1022_01787	CDS	1236				putative sugar-binding periplasmic protein
WSM1022_01788	CDS	1062	rafR_1			HTH-type transcriptional regulator RafR
WSM1022_01789	CDS	267				hypothetical protein
WSM1022_01790	CDS	1431	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
WSM1022_01791	CDS	1419	alsT_1		COG1115	Amino-acid carrier protein AlsT
WSM1022_01792	CDS	894				hypothetical protein
WSM1022_01793	CDS	444				hypothetical protein
WSM1022_01794	CDS	354				hypothetical protein
WSM1022_01795	CDS	924	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
WSM1022_01796	CDS	1029		1.3.1.103		2-haloacrylate reductase
WSM1022_01797	CDS	1284	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
WSM1022_01798	CDS	1203				hypothetical protein
WSM1022_01799	CDS	477				hypothetical protein
WSM1022_01800	CDS	282	acpXL		COG0236	Acyl carrier protein AcpXL
WSM1022_01801	CDS	954	cobD		COG1270	Cobalamin biosynthesis protein CobD
WSM1022_01802	CDS	1002	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
WSM1022_01803	CDS	1290	cobB	6.3.5.9		Hydrogenobyrinate a,c-diamide synthase
WSM1022_01804	CDS	840	cobA	2.1.1.107		Uroporphyrinogen-III C-methyltransferase
WSM1022_01805	CDS	429	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
WSM1022_01806	CDS	786	yfcA_1		COG0730	putative membrane transporter protein YfcA
WSM1022_01807	CDS	1782	gsiA_2	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
WSM1022_01808	CDS	945	fmdA	3.5.1.49		Formamidase
WSM1022_01809	CDS	1617	dppA_2		COG0747	Periplasmic dipeptide transport protein
WSM1022_01810	CDS	921	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
WSM1022_01811	CDS	897	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
WSM1022_01812	CDS	615				hypothetical protein
WSM1022_01813	CDS	1167	amiC_1			Aliphatic amidase expression-regulating protein
WSM1022_01814	CDS	645	cobO	2.5.1.17		Corrinoid adenosyltransferase
WSM1022_01815	CDS	3819	cobN	6.6.1.2		Aerobic cobaltochelatase subunit CobN
WSM1022_01816	CDS	1065				hypothetical protein
WSM1022_01817	CDS	528	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
WSM1022_01818	CDS	909				hypothetical protein
WSM1022_01819	CDS	2178				hypothetical protein
WSM1022_01820	CDS	816	cpo_1	1.11.1.10		Non-heme chloroperoxidase
WSM1022_01821	CDS	1455	cobQ			Cobyric acid synthase
WSM1022_01822	CDS	144				hypothetical protein
WSM1022_01823	CDS	1035				hypothetical protein
WSM1022_01824	CDS	1047	opuAA_1	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
WSM1022_01825	CDS	258				hypothetical protein
WSM1022_01826	CDS	408				hypothetical protein
WSM1022_01827	CDS	849	hdfR_3			HTH-type transcriptional regulator HdfR
WSM1022_01828	CDS	1014	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
WSM1022_01829	CDS	2052				hypothetical protein
WSM1022_01830	CDS	1143	vioD	4.2.1.145		Capreomycidine synthase
WSM1022_01831	CDS	639	dauR		COG2964	Transcriptional regulator DauR
WSM1022_01832	CDS	753				hypothetical protein
WSM1022_01833	CDS	705				hypothetical protein
WSM1022_01834	CDS	1575	mtgB_2	2.1.1.-	COG5598	Glycine betaine methyltransferase
WSM1022_01835	CDS	699	metH_1	2.1.1.13	COG0646	Methionine synthase
WSM1022_01836	CDS	621				hypothetical protein
WSM1022_01837	CDS	810	purN_2	2.1.2.2		Phosphoribosylglycinamide formyltransferase
WSM1022_01838	CDS	147				hypothetical protein
WSM1022_01839	CDS	174				hypothetical protein
WSM1022_01840	CDS	468				Lectin-like protein BA14k
WSM1022_01841	CDS	303				hypothetical protein
WSM1022_01842	CDS	588				hypothetical protein
WSM1022_01843	CDS	1092				hypothetical protein
WSM1022_01844	CDS	963	acsE	2.1.1.258	COG1410	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase
WSM1022_01845	CDS	339				hypothetical protein
WSM1022_01846	CDS	2052	nqrF_1	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
WSM1022_01847	CDS	663		2.7.1.-	COG3896	Putative O-phosphotransferase
WSM1022_01848	CDS	471				hypothetical protein
WSM1022_01849	CDS	330			COG0640	HTH-type transcriptional regulator
WSM1022_01850	CDS	897	cysL		COG0583	HTH-type transcriptional regulator CysL
WSM1022_01851	CDS	330				hypothetical protein
WSM1022_01852	CDS	201				hypothetical protein
WSM1022_01853	CDS	864	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
WSM1022_01854	CDS	600				hypothetical protein
WSM1022_01855	CDS	966	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
WSM1022_01856	CDS	243	frmR		COG1937	Transcriptional repressor FrmR
WSM1022_01857	CDS	1005	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
WSM1022_01858	CDS	762				hypothetical protein
WSM1022_01859	CDS	5133				hypothetical protein
WSM1022_01860	CDS	834	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
WSM1022_01861	CDS	1614	algE5	5.1.3.37		Mannuronan C5-epimerase AlgE5
WSM1022_01862	CDS	1410				hypothetical protein
WSM1022_01863	CDS	660	yyaP_1		COG0262	putative protein YyaP
WSM1022_01864	CDS	264				hypothetical protein
WSM1022_01865	CDS	174				hypothetical protein
WSM1022_01866	CDS	642				hypothetical protein
WSM1022_01867	CDS	2565				hypothetical protein
WSM1022_01868	CDS	462				hypothetical protein
WSM1022_01869	CDS	561				hypothetical protein
WSM1022_01870	CDS	1776				hypothetical protein
WSM1022_01871	CDS	282				hypothetical protein
WSM1022_01872	CDS	285				hypothetical protein
WSM1022_01873	CDS	339				hypothetical protein
WSM1022_01874	CDS	252				hypothetical protein
WSM1022_01875	CDS	813				hypothetical protein
WSM1022_01876	CDS	1062				hypothetical protein
WSM1022_01877	CDS	843				hypothetical protein
WSM1022_01878	CDS	813	tll	1.1.1.339		dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+))
WSM1022_01879	CDS	363				hypothetical protein
WSM1022_01880	CDS	321				hypothetical protein
WSM1022_01881	CDS	366				hypothetical protein
WSM1022_01882	CDS	996				hypothetical protein
WSM1022_01883	CDS	651				hypothetical protein
WSM1022_01884	CDS	396				hypothetical protein
WSM1022_01885	CDS	663				hypothetical protein
WSM1022_01886	CDS	852				hypothetical protein
WSM1022_01887	CDS	393				hypothetical protein
WSM1022_01888	CDS	666				hypothetical protein
WSM1022_01889	CDS	1434				hypothetical protein
WSM1022_01890	CDS	342				hypothetical protein
WSM1022_01891	CDS	156				hypothetical protein
WSM1022_01892	CDS	405				hypothetical protein
WSM1022_01893	CDS	363				hypothetical protein
WSM1022_01894	CDS	501				hypothetical protein
WSM1022_01895	CDS	597				hypothetical protein
WSM1022_01896	CDS	198				hypothetical protein
WSM1022_01897	CDS	180				hypothetical protein
WSM1022_01898	CDS	417				hypothetical protein
WSM1022_01899	CDS	618				hypothetical protein
WSM1022_01900	CDS	519	dnaA_2			Chromosomal replication initiator protein DnaA
WSM1022_01901	CDS	690				hypothetical protein
WSM1022_01902	CDS	330				hypothetical protein
WSM1022_01903	CDS	288				hypothetical protein
WSM1022_01904	CDS	726				hypothetical protein
WSM1022_01905	CDS	1014				hypothetical protein
WSM1022_01906	CDS	513	fecI		COG1595	putative RNA polymerase sigma factor FecI
WSM1022_01907	CDS	1062	fecR		COG3712	Protein FecR
WSM1022_01908	CDS	2658	btuB_1			Vitamin B12 transporter BtuB
WSM1022_01909	CDS	813				hypothetical protein
WSM1022_01910	CDS	1854	prsD_1			Type I secretion system ATP-binding protein PrsD
WSM1022_01911	CDS	1311	prsE_1			Type I secretion system membrane fusion protein PrsE
WSM1022_01912	CDS	906				hypothetical protein
WSM1022_01913	CDS	771				hypothetical protein
WSM1022_01914	CDS	438				hypothetical protein
WSM1022_01915	CDS	1056				hypothetical protein
WSM1022_01916	CDS	498	lig_1	6.5.1.1		DNA ligase
WSM1022_01917	CDS	174				hypothetical protein
WSM1022_01918	CDS	240				hypothetical protein
WSM1022_01919	CDS	366				hypothetical protein
WSM1022_01920	CDS	243				hypothetical protein
WSM1022_01921	CDS	969				hypothetical protein
WSM1022_01922	CDS	192				hypothetical protein
WSM1022_01923	CDS	96				hypothetical protein
WSM1022_01924	CDS	1653				IS66 family transposase ISRosp4
WSM1022_01925	CDS	354				hypothetical protein
WSM1022_01926	CDS	294				hypothetical protein
WSM1022_01927	CDS	177				hypothetical protein
WSM1022_01928	CDS	315				hypothetical protein
WSM1022_01929	CDS	408				hypothetical protein
WSM1022_01930	CDS	2022				hypothetical protein
WSM1022_01931	CDS	1521				hypothetical protein
WSM1022_01932	CDS	2748				hypothetical protein
WSM1022_01933	CDS	405				hypothetical protein
WSM1022_01934	CDS	591				hypothetical protein
WSM1022_01935	CDS	576				hypothetical protein
WSM1022_01936	CDS	396				hypothetical protein
WSM1022_01937	CDS	2097				hypothetical protein
WSM1022_01938	CDS	483				hypothetical protein
WSM1022_01939	CDS	237				hypothetical protein
WSM1022_01940	CDS	402				hypothetical protein
WSM1022_01941	CDS	486				hypothetical protein
WSM1022_01942	CDS	426				hypothetical protein
WSM1022_01943	CDS	447				hypothetical protein
WSM1022_01944	CDS	1038				hypothetical protein
WSM1022_01945	CDS	510	blc		COG3040	Outer membrane lipoprotein Blc
WSM1022_01946	CDS	144				hypothetical protein
WSM1022_01947	CDS	366				hypothetical protein
WSM1022_01948	CDS	162				hypothetical protein
WSM1022_01949	CDS	495				hypothetical protein
WSM1022_01950	CDS	342				hypothetical protein
WSM1022_01951	CDS	969				hypothetical protein
WSM1022_01952	CDS	471				hypothetical protein
WSM1022_01953	CDS	1146				hypothetical protein
WSM1022_01954	CDS	1416				hypothetical protein
WSM1022_01955	CDS	1419			COG1783	putative protein
WSM1022_01956	CDS	558				hypothetical protein
WSM1022_01957	CDS	177				hypothetical protein
WSM1022_01958	CDS	234				hypothetical protein
WSM1022_01959	CDS	216				hypothetical protein
WSM1022_01960	tRNA	75				tRNA-Met(cat)
WSM1022_01961	CDS	531				hypothetical protein
WSM1022_01962	CDS	906				hypothetical protein
WSM1022_01963	CDS	129				hypothetical protein
WSM1022_01964	CDS	600				hypothetical protein
WSM1022_01965	CDS	408				hypothetical protein
WSM1022_01966	CDS	777				hypothetical protein
WSM1022_01967	CDS	750				hypothetical protein
WSM1022_01968	CDS	876				hypothetical protein
WSM1022_01969	CDS	777				hypothetical protein
WSM1022_01970	CDS	189				hypothetical protein
WSM1022_01971	CDS	801				hypothetical protein
WSM1022_01972	CDS	375				hypothetical protein
WSM1022_01973	CDS	129				hypothetical protein
WSM1022_01974	CDS	174				hypothetical protein
WSM1022_01975	CDS	768				hypothetical protein
WSM1022_01976	CDS	243				hypothetical protein
WSM1022_01977	CDS	717				hypothetical protein
WSM1022_01978	CDS	180				hypothetical protein
WSM1022_01979	CDS	822				hypothetical protein
WSM1022_01980	CDS	747				hypothetical protein
WSM1022_01981	CDS	234				hypothetical protein
WSM1022_01982	CDS	261				hypothetical protein
WSM1022_01983	CDS	237				hypothetical protein
WSM1022_01984	CDS	528				hypothetical protein
WSM1022_01985	CDS	963				hypothetical protein
WSM1022_01986	CDS	522				hypothetical protein
WSM1022_01987	CDS	750				hypothetical protein
WSM1022_01988	CDS	690				hypothetical protein
WSM1022_01989	CDS	213				hypothetical protein
WSM1022_01990	CDS	420				hypothetical protein
WSM1022_01991	CDS	651				hypothetical protein
WSM1022_01992	CDS	186				hypothetical protein
WSM1022_01993	CDS	285				hypothetical protein
WSM1022_01994	CDS	1212				hypothetical protein
WSM1022_01995	tRNA	76				tRNA-Lys(ctt)
WSM1022_01996	CDS	918	phzF_1	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
WSM1022_01997	CDS	750				hypothetical protein
WSM1022_01998	CDS	1107				hypothetical protein
WSM1022_01999	CDS	444				hypothetical protein
WSM1022_02000	CDS	1335				hypothetical protein
WSM1022_02001	CDS	1740				hypothetical protein
WSM1022_02002	CDS	702				hypothetical protein
WSM1022_02003	CDS	1140			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
WSM1022_02004	CDS	1329				hypothetical protein
WSM1022_02005	CDS	1770				hypothetical protein
WSM1022_02006	CDS	1041	ftsZ_1			Cell division protein FtsZ
WSM1022_02007	CDS	195				hypothetical protein
WSM1022_02008	CDS	1713	cof	3.6.1.-		HMP-PP phosphatase
WSM1022_02009	CDS	1062	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
WSM1022_02010	CDS	1950				hypothetical protein
WSM1022_02011	CDS	981			COG1840	putative protein
WSM1022_02012	CDS	210	cspA_1		COG1278	Cold shock protein CspA
WSM1022_02013	CDS	288				hypothetical protein
WSM1022_02014	CDS	237	rpsU_1		COG0828	30S ribosomal protein S21
WSM1022_02015	CDS	675	sspA_2		COG0625	Stringent starvation protein A 
WSM1022_02016	CDS	1050	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
WSM1022_02017	CDS	1227	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
WSM1022_02018	CDS	102				hypothetical protein
WSM1022_02019	CDS	213				hypothetical protein
WSM1022_02020	CDS	699				hypothetical protein
WSM1022_02021	CDS	945				hypothetical protein
WSM1022_02022	CDS	954				hypothetical protein
WSM1022_02023	CDS	255				hypothetical protein
WSM1022_02024	CDS	1020	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
WSM1022_02025	CDS	648				hypothetical protein
WSM1022_02026	CDS	1281	macA_1		COG0845	Macrolide export protein MacA
WSM1022_02027	CDS	1944	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
WSM1022_02028	CDS	591				hypothetical protein
WSM1022_02029	CDS	816				hypothetical protein
WSM1022_02030	CDS	759				hypothetical protein
WSM1022_02031	CDS	900				hypothetical protein
WSM1022_02032	CDS	660	hyuA_1	5.1.99.5		Hydantoin racemase
WSM1022_02033	CDS	1464	ydjE			Inner membrane metabolite transport protein YdjE
WSM1022_02034	CDS	843				hypothetical protein
WSM1022_02035	CDS	1269	yjlD	1.6.99.-	COG1252	NADH dehydrogenase-like protein YjlD
WSM1022_02036	CDS	465	decR_3		COG1522	DNA-binding transcriptional activator DecR
WSM1022_02037	CDS	705	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
WSM1022_02038	CDS	405				hypothetical protein
WSM1022_02039	CDS	888	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
WSM1022_02040	CDS	423				hypothetical protein
WSM1022_02041	CDS	1389	ptsJ_1		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
WSM1022_02042	CDS	753	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
WSM1022_02043	CDS	711				hypothetical protein
WSM1022_02044	CDS	1107				hypothetical protein
WSM1022_02045	CDS	240				hypothetical protein
WSM1022_02046	CDS	354				hypothetical protein
WSM1022_02047	CDS	696				hypothetical protein
WSM1022_02048	CDS	1185				hypothetical protein
WSM1022_02049	CDS	783				hypothetical protein
WSM1022_02050	CDS	1230				hypothetical protein
WSM1022_02051	CDS	3075				hypothetical protein
WSM1022_02052	CDS	1902				hypothetical protein
WSM1022_02053	CDS	1128	recD2_1	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
WSM1022_02054	CDS	1089				hypothetical protein
WSM1022_02055	CDS	360				hypothetical protein
WSM1022_02056	CDS	375				hypothetical protein
WSM1022_02057	CDS	555	sigR		COG1595	ECF RNA polymerase sigma factor SigR
WSM1022_02058	CDS	810				hypothetical protein
WSM1022_02059	CDS	387				hypothetical protein
WSM1022_02060	CDS	660	nthB	4.2.1.84		Nitrile hydratase subunit beta
WSM1022_02061	CDS	642	nhhA	4.2.1.84		High-molecular weight cobalt-containing nitrile hydratase subunit alpha
WSM1022_02062	CDS	594	eamB		COG1280	Cysteine/O-acetylserine efflux protein
WSM1022_02063	CDS	729	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
WSM1022_02064	CDS	225				hypothetical protein
WSM1022_02065	CDS	210	cspA_2		COG1278	Cold shock protein CspA
WSM1022_02066	CDS	846		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
WSM1022_02067	CDS	333				hypothetical protein
WSM1022_02068	CDS	573	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
WSM1022_02069	CDS	1779	ilvI_1	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
WSM1022_02070	CDS	2037				hypothetical protein
WSM1022_02071	CDS	351				hypothetical protein
WSM1022_02072	CDS	441				hypothetical protein
WSM1022_02073	CDS	909	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
WSM1022_02074	CDS	888				hypothetical protein
WSM1022_02075	CDS	576		2.3.1.-	COG1670	Acetyltransferase
WSM1022_02076	CDS	1512	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
WSM1022_02077	CDS	387				hypothetical protein
WSM1022_02078	CDS	186				hypothetical protein
WSM1022_02079	CDS	933	hflC		COG0330	Modulator of FtsH protease HflC
WSM1022_02080	CDS	1089	hflK		COG0330	Modulator of FtsH protease HflK
WSM1022_02081	CDS	564	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
WSM1022_02082	CDS	606	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
WSM1022_02083	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
WSM1022_02084	CDS	219				hypothetical protein
WSM1022_02085	CDS	243				hypothetical protein
WSM1022_02086	CDS	207				hypothetical protein
WSM1022_02087	CDS	447				hypothetical protein
WSM1022_02088	CDS	309				hypothetical protein
WSM1022_02089	tmRNA	339	ssrA			transfer-messenger RNA, SsrA
WSM1022_02090	CDS	516				hypothetical protein
WSM1022_02091	CDS	216				hypothetical protein
WSM1022_02092	CDS	243				hypothetical protein
WSM1022_02093	CDS	3705				hypothetical protein
WSM1022_02094	CDS	1407		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
WSM1022_02095	CDS	435				hypothetical protein
WSM1022_02096	CDS	3135	mdtC_1		COG0841	Multidrug resistance protein MdtC
WSM1022_02097	CDS	1197	mdtA_1			Multidrug resistance protein MdtA
WSM1022_02098	CDS	822		3.5.2.20	COG1878	Isatin hydrolase
WSM1022_02099	CDS	411				hypothetical protein
WSM1022_02100	CDS	2574	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
WSM1022_02101	CDS	462				hypothetical protein
WSM1022_02102	CDS	711			COG1926	Putative phosphoribosyl transferase
WSM1022_02103	CDS	1230				hypothetical protein
WSM1022_02104	CDS	498				hypothetical protein
WSM1022_02105	CDS	360				hypothetical protein
